name,year_published,min_players,max_players,play_time,min_age,users_rated,rating_average,bgg_rank,complexity_average,owned_users,mechanics
Dice of Pirates,2018.0,2,6,30,9,89,6.25,12881,1.0,347.0,"Dice Rolling, Push Your Luck, Take That"
August Fury,1990.0,2,2,360,14,38,6.63,12882,3.43,218.0,"Hexagon Grid, Simulation"
Letter Roll,2009.0,2,8,20,8,78,6.16,12883,1.6,126.0,Dice Rolling
Comment j'ai adopté un gnou,2014.0,3,8,15,8,44,6.41,12884,1.0,93.0,Storytelling
11 de Setembre. Setge 1714,2008.0,2,4,120,0,42,6.36,12885,1.86,63.0,"Area Movement, Campaign / Battle Card Driven, Dice Rolling, Simulation"
Castlecards,2016.0,2,4,30,9,52,6.4,12886,1.0,111.0,
Polyssimo Challenge,2018.0,2,4,30,7,38,6.99,12887,1.0,52.0,"Area Majority / Influence, Enclosure, Tile Placement"
Family Flutter-By,2016.0,2,4,20,5,111,5.97,12888,1.0,159.0,Pattern Recognition
Taiwan Monsters Brawl,2016.0,2,4,45,15,53,6.53,12889,2.25,120.0,"Dice Rolling, Hand Management, Pattern Building, Tile Placement, Variable Player Powers"
Word Porters,2016.0,3,6,20,6,50,6.3,12890,0.0,64.0,Voting
"The First Afghan War, 1839-42",1996.0,2,2,90,12,48,6.43,12891,2.6,310.0,Hexagon Grid
Blue Banana,2019.0,2,5,20,10,61,6.16,12892,1.0,68.0,"Catch the Leader, Pattern Recognition, Real-Time"
Magestones,1990.0,2,6,10,10,113,5.97,12893,1.45,232.0,"Dice Rolling, Enclosure"
Jailbreak,1982.0,2,2,30,7,95,6.05,12894,1.29,205.0,"Area Majority / Influence, Pattern Building, Pattern Recognition, Tile Placement"
The Lords of Underearth,1981.0,1,3,60,12,73,6.2,12895,2.25,290.0,"Dice Rolling, Grid Movement, Hexagon Grid, Modular Board, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation"
Alien Space Battle Manual,1973.0,2,8,90,12,39,7.05,12896,2.2,127.0,"Dice Rolling, Measurement Movement, Scenario / Mission / Campaign Game, Simulation, Simultaneous Action Selection"
Autumn,2015.0,1,3,20,8,48,6.55,12897,1.2,67.0,"Card Drafting, Pattern Building"
Sherlock Holmes: The Challenge Of Irene Adler,2016.0,1,2,0,0,34,6.77,12898,1.5,321.0,
Castle Danger,2002.0,2,2,30,10,42,6.58,12899,3.67,53.0,"Action Points, Area Movement"
Hero's Crossing,2017.0,2,4,90,14,57,6.76,12900,2.88,149.0,"Auction/Bidding, Dice Rolling, Role Playing, Tile Placement"
Double Feature,2015.0,3,10,35,10,174,5.94,12901,1.0,395.0,
Marine: 2002 - A Game of the First Lunar War,1979.0,2,6,240,12,84,6.22,12902,2.94,331.0,"Dice Rolling, Hexagon Grid, Line of Sight, Modular Board, Paper-and-Pencil, Scenario / Mission / Campaign Game, Simulation, Three Dimensional Movement"
Void 1.1,2003.0,2,8,120,12,39,6.78,12903,3.4,104.0,"Action Points, Dice Rolling, Variable Phase Order"
Finger Football,2005.0,2,2,0,0,38,6.59,12904,1.5,58.0,Dice Rolling
Sunrise of Victory: The 1942 Campaign in Russia,1990.0,2,2,300,12,42,6.56,12905,2.71,285.0,"Dice Rolling, Hexagon Grid, Ratio / Combat Results Table, Simulation"
On to Moscow,1994.0,2,2,180,0,58,6.34,12906,3.0,319.0,"Dice Rolling, Hexagon Grid"
Nomads of Arabia: The Wandering Herds Game,2006.0,3,6,45,10,84,6.04,12907,2.2,166.0,"Dice Rolling, Modular Board"
Tyranid Attack,1992.0,2,2,45,12,101,6.0,12908,2.6,220.0,Modular Board
Chop! Chop!,2017.0,2,5,15,6,37,6.7,12909,1.0,67.0,"Cooperative Game, Dice Rolling, Grid Movement, Set Collection"
Mechaton:  Giant Fighty Robots,2006.0,2,5,120,12,45,6.98,12910,2.17,90.0,"Dice Rolling, Point to Point Movement, Variable Player Powers"
GobbleStones,2015.0,2,4,30,10,119,5.91,12911,1.75,302.0,Tile Placement
You Must Be an Idiot!,2005.0,3,6,45,12,211,5.73,12912,1.42,276.0,"Paper-and-Pencil, Voting"
Scum: The Food Chain Game,1996.0,4,10,45,12,204,5.74,12913,1.36,133.0,Ladder Climbing
Tenka,2008.0,2,4,35,10,55,6.3,12914,1.67,142.0,"Area Majority / Influence, Hand Management"
Elefantenparade,1988.0,2,4,20,12,187,5.78,12915,1.29,369.0,
Fuzzy Tiger,2009.0,2,5,15,8,64,6.12,12916,1.6,79.0,"Point to Point Movement, Simultaneous Action Selection"
Mini Mastermind,1972.0,2,2,10,8,492,5.67,12917,1.87,1085.0,Induction
?????????? (Kamakura Collection),2018.0,2,4,45,14,40,6.49,12918,2.5,65.0,"Area Movement, Set Collection, Worker Placement"
CLUE: The Big Bang Theory,2013.0,2,6,45,8,249,5.88,12919,1.88,779.0,Roll / Spin and Move
We Come in Peace,2016.0,2,6,25,8,66,6.39,12920,1.0,174.0,"Dice Rolling, Push Your Luck, Take That"
Dragon's Ransom,2015.0,1,4,30,8,93,6.05,12921,1.67,283.0,"Cooperative Game, Set Collection, Solo / Solitaire Game"
Shenandoah: A Civil War Games of the Valley Campaigns - 1862 and 1864,1975.0,2,2,120,12,30,7.22,12922,3.22,135.0,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation"
Raider!: A Tactical Game of Commerce Raiding in WWII,1981.0,2,6,90,12,42,6.91,12923,3.27,149.0,"Dice Rolling, Hexagon Grid"
Nine Navies War,2007.0,2,2,120,12,49,6.51,12924,2.75,163.0,Area Movement
Crash Canyon,1989.0,2,4,0,7,66,6.2,12925,1.44,104.0,Roll / Spin and Move
Les Nettoyeurs,2009.0,1,2,90,7,34,7.35,12926,1.65,160.0,"Dice Rolling, Grid Movement, Simulation, Square Grid"
Tantrix Gobble,2009.0,1,6,10,5,42,6.55,12927,1.0,104.0,"Pattern Building, Tile Placement"
Number Rumba!,1991.0,1,2,0,0,41,7.15,12928,2.2,71.0,Pattern Building
MUNERA: Familia Gladiatoria,2010.0,2,4,90,10,147,6.11,12929,3.0,274.0,"Auction/Bidding, Betting and Bluffing, Card Drafting, Dice Rolling, Trading"
Gone Fishing,2019.0,2,4,30,7,32,6.86,12930,1.0,33.0,"Commodity Speculation, Finale Ending"
Tokami,1998.0,2,5,30,10,39,6.51,12931,1.25,104.0,
Flashpoint,0.0,4,4,0,0,32,6.78,12932,0.0,146.0,"Team-Based Game, Trick-taking"
Loser,2018.0,3,6,20,8,64,6.21,12933,1.33,138.0,"Action Drafting, Deduction, Hand Management, Single Loser Game, Take That, Voting"
N-Tropy,2004.0,2,6,5,8,198,5.77,12934,1.33,308.0,Dice Rolling
Letter GO!,2018.0,3,6,15,14,33,6.82,12935,2.0,128.0,
15,2011.0,2,6,20,7,105,5.89,12936,1.29,175.0,Dice Rolling
Rats to Riches,2019.0,2,5,45,8,37,7.11,12937,2.0,52.0,"Hand Management, Set Collection, Stock Holding, Take That"
duck! duck! SAFARI!,2009.0,2,5,60,6,89,6.0,12938,1.5,225.0,"Hand Management, Memory, Set Collection, Tile Placement"
Fantasy Forest,1980.0,2,4,30,5,108,6.08,12939,1.13,198.0,Hand Management
Secrets of the Third Reich,2008.0,2,0,120,0,35,8.37,12940,3.33,71.0,Dice Rolling
Qwitch,2002.0,2,8,10,7,259,5.66,12941,1.1,850.0,
Planet Rush,2016.0,3,5,45,13,32,6.79,12942,2.0,74.0,"Area Majority / Influence, Auction/Bidding, Hand Management, Set Collection"
Disastles,2018.0,2,5,50,10,80,7.27,12943,2.8,190.0,"Deck Bag and Pool Building, Player Elimination, Set Collection"
Electronic Guesstures,2005.0,4,24,30,0,68,6.11,12944,1.0,167.0,"Acting, Team-Based Game"
Bleff,0.0,2,6,45,10,39,6.73,12945,1.0,69.0,"Card Drafting, Voting"
Night Eternal: The Game,2013.0,3,5,30,15,76,6.06,12946,1.67,283.0,"Area Majority / Influence, Betting and Bluffing, Hand Management"
Napoleon,1800.0,2,6,60,0,30,6.94,12947,2.14,33.0,"Auction/Bidding, Secret Unit Deployment, Team-Based Game, Trick-taking"
Tous au dodo,2006.0,2,4,15,3,45,6.44,12948,1.0,91.0,Storytelling
Europe at War,1985.0,1,2,120,12,63,6.36,12949,1.87,205.0,"Area Movement, Dice Rolling"
Sergeants: On the Eastern Front,2004.0,2,2,60,12,77,6.15,12950,2.07,235.0,Hexagon Grid
Meepile,2008.0,2,5,15,0,62,6.14,12951,1.1,111.0,
Baseball Strategy,1960.0,2,2,90,12,214,5.76,12952,1.79,501.0,"Memory, Rock-Paper-Scissors, Simulation"
Cinco,2010.0,2,6,10,8,148,5.86,12953,1.38,61.0,"Hand Management, Pattern Building"
Tile Rummy,1983.0,2,4,30,8,33,6.86,12954,3.0,94.0,"Set Collection, Tile Placement"
Scotland Yard,1982.0,3,6,0,0,62,6.37,12955,1.4,150.0,"Hidden Movement, Roll / Spin and Move, Square Grid"
The Battle of Red Cliffs,2009.0,1,9,30,10,87,5.96,12956,2.0,258.0,"Card Drafting, Hand Management, Set Collection, Team-Based Game"
Engage,2011.0,2,2,90,13,37,7.07,12957,3.0,76.0,"Area Movement, Simultaneous Action Selection"
Halfling Feast,2015.0,2,6,50,10,81,6.07,12958,1.0,190.0,"Take That, Variable Player Powers"
???? (Hitohira),2015.0,2,4,30,8,41,6.45,12959,1.25,73.0,"Push Your Luck, Set Collection"
EXO: Mankind Reborn,2019.0,1,4,150,14,119,6.47,12960,2.86,319.0,"Action Queue, Cooperative Game, Dice Rolling, Modular Board, Simultaneous Action Selection, Variable Player Powers"
Priceless,1996.0,2,4,45,13,107,5.96,12961,2.4,221.0,"Auction/Bidding, Commodity Speculation, Team-Based Game, Trading"
Cartography,2015.0,2,4,20,10,83,6.28,12962,2.0,252.0,"Area Majority / Influence, Enclosure, Modular Board, Tile Placement"
Das letzte Paradies,1993.0,3,5,30,12,164,5.78,12963,1.86,324.0,"Auction/Bidding, Auction: Sealed Bid"
Super Giant Monster Showdown,1999.0,2,9,60,10,91,6.0,12964,2.08,166.0,"Modular Board, Variable Player Powers"
Victory at Sea,1992.0,2,2,90,12,34,7.05,12965,2.33,104.0,Area-Impulse
Rubik's Flip,1981.0,2,2,10,8,119,5.91,12966,1.38,379.0,"Pattern Building, Tile Placement"
Nope!,2019.0,2,6,15,7,76,6.04,12967,1.0,201.0,Player Elimination
Cash,1990.0,3,6,20,10,163,5.76,12968,1.31,394.0,
Yellowstone,1985.0,2,4,120,8,220,5.74,12969,1.77,627.0,Action Points
Celtic,2020.0,2,4,60,8,41,6.51,12970,1.0,94.0,"Pick-up and Deliver, Point to Point Movement"
Mandrago,2016.0,2,4,30,6,33,7.3,12971,2.0,65.0,"Hand Management, Memory, Modular Board, Set Collection, Tile Placement"
Monty's D-Day,1985.0,2,2,360,12,62,6.25,12972,2.71,345.0,"Dice Rolling, Grid Movement, Hexagon Grid, Ratio / Combat Results Table, Simulation"
Lunch Money,1996.0,2,4,20,13,2565,5.64,12973,1.52,4308.0,"Hand Management, Take That"
All The King's Men,1970.0,2,2,30,8,407,5.68,12974,1.94,997.0,Grid Movement
Storm of Steel,2007.0,2,2,120,12,64,6.33,12975,3.57,263.0,"Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Hexagon Grid, Simulation"
Ramen Ink,2020.0,2,5,20,8,40,6.53,12976,0.0,89.0,Paper-and-Pencil
Aronda,2008.0,2,2,20,0,119,5.85,12977,2.1,54.0,Area Majority / Influence
Golem,1995.0,3,6,60,10,32,6.83,12978,1.33,33.0,"Set Collection, Variable Player Powers"
Napoleon at Austerlitz,1981.0,1,2,300,12,65,6.16,12979,2.56,258.0,"Dice Rolling, Hexagon Grid"
Dark Age,2002.0,2,2,90,12,33,7.5,12980,2.75,58.0,"Action Points, Dice Rolling, Simulation, Variable Player Powers"
Dagger Thrusts,2005.0,1,2,180,12,51,6.51,12981,2.88,270.0,"Hexagon Grid, Secret Unit Deployment, Simulation"
Match Up! Travel,2018.0,1,10,45,10,52,6.39,12982,1.0,133.0,Cooperative Game
Fate Of Akalon: Tribes,2016.0,2,4,45,13,36,6.97,12983,2.0,83.0,"Hand Management, Trick-taking, Variable Player Powers"
Hisss,2001.0,2,5,15,4,1163,5.6,12984,1.02,2444.0,"Pattern Building, Tile Placement"
Strat-O-Matic Baseball Express,2011.0,1,2,20,8,38,7.04,12985,1.67,78.0,"Dice Rolling, Simulation"
Outta Control,1992.0,2,6,30,8,35,6.79,12986,1.0,128.0,"Betting and Bluffing, Memory, Roll / Spin and Move"
Tenno,2017.0,2,7,30,8,117,5.98,12987,1.5,207.0,"Hand Management, Memory, Secret Unit Deployment, Take That"
Dan and Phil's Truth Bombs,2017.0,4,8,20,14,69,6.16,12988,1.0,228.0,Storytelling
The Testimony of Jacob Hollow,2003.0,2,6,45,13,240,5.72,12989,1.73,430.0,"Area Movement, Variable Player Powers"
Fruit Picking,2014.0,2,4,30,6,43,6.4,12990,1.75,91.0,"Mancala, Set Collection"
Atta Ants,2003.0,2,4,45,8,354,5.65,12991,1.89,355.0,"Modular Board, Pick-up and Deliver, Tile Placement"
Wizard's Brew,2013.0,3,6,75,13,155,5.77,12992,2.0,531.0,"Auction/Bidding, Hand Management"
Forsaken Forest,2018.0,4,12,60,13,54,6.66,12993,2.67,183.0,"Hand Management, Player Elimination, Take That, Team-Based Game, Traitor Game, Variable Player Powers, Voting"
Die Gärten von Versailles,2017.0,2,5,20,8,67,6.06,12994,2.0,126.0,"Area Majority / Influence, Tile Placement"
Wanted: Rich or Dead,2017.0,3,5,30,14,64,6.34,12995,2.0,170.0,"Simultaneous Action Selection, Variable Player Powers"
Drinking Quest: Journey into Draught,2016.0,2,4,90,21,80,6.3,12996,1.25,391.0,Role Playing
3 Laws of Robotics,2019.0,4,8,45,13,79,6.2,12997,2.33,208.0,"Team-Based Game, Voting"
StoryLine: Scary Tales,2016.0,3,8,30,8,57,6.18,12998,1.0,209.0,"Simultaneous Action Selection, Storytelling, Voting"
Marvel Strike Teams,2018.0,2,5,120,14,60,6.51,12999,2.0,201.0,"Action Points, Dice Rolling, Grid Movement, Modular Board, Push Your Luck, Team-Based Game, Variable Player Powers"
Guerra en el Pacífico,2013.0,2,4,120,8,42,7.37,13000,3.0,100.0,"Area Majority / Influence, Area Movement, Dice Rolling, Movement Points, Simulation"
The American Civil War,1974.0,2,2,240,12,120,5.97,13001,3.05,533.0,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Scenario / Mission / Campaign Game, Simulation, Zone of Control"
C.S.A. America's Civil War 1861-1865,2007.0,1,2,360,12,37,6.94,13002,2.57,137.0,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Scenario / Mission / Campaign Game, Simulation, Zone of Control"
Salvo II,1992.0,2,2,45,12,46,6.48,13003,2.0,150.0,"Dice Rolling, Grid Movement, Hexagon Grid, Scenario / Mission / Campaign Game, Simulation"
Enigmàrius,2013.0,1,6,90,10,44,6.53,13004,2.0,120.0,"Dice Rolling, Paper-and-Pencil, Tile Placement"
Mieses Karma,2011.0,3,5,30,10,97,5.92,13005,1.58,159.0,
Wir spielen Einkaufen,2008.0,2,4,30,4,51,6.31,13006,1.5,112.0,"Pick-up and Deliver, Roll / Spin and Move"
¡Desplumados!,2019.0,3,7,30,8,31,7.6,13007,1.33,65.0,Take That
New York Kings,2012.0,2,5,90,13,44,6.35,13008,2.33,109.0,"Action Points, Dice Rolling, Pick-up and Deliver"
USN Deluxe,2004.0,2,2,30,0,51,6.79,13009,3.83,218.0,Hexagon Grid
Obelisk,2017.0,1,4,30,12,40,6.82,13010,1.67,71.0,"Cooperative Game, Modular Board, Network and Route Building, Solo / Solitaire Game, Worker Placement"
Flix,1994.0,2,2,10,7,48,6.32,13011,1.25,88.0,
Knight Moves,2005.0,2,2,10,8,52,6.45,13012,2.8,88.0,
Sunny Day,2017.0,2,4,30,6,51,6.56,13013,1.0,80.0,"Pattern Building, Tile Placement"
Hanna Honeybee,2016.0,1,4,10,2,73,6.11,13014,1.0,200.0,Dice Rolling
Colonisator: The Twelve Planets' War,1979.0,2,2,120,15,82,6.16,13015,2.64,207.0,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Race"
NATO Division Commander,1980.0,1,2,360,14,73,6.38,13016,4.07,382.0,"Dice Rolling, Hexagon Grid, Secret Unit Deployment, Simulation"
Exiled Legends,2019.0,2,5,60,14,40,6.57,13017,2.5,231.0,
Malawi,1986.0,2,2,20,10,55,6.37,13018,2.0,131.0,Point to Point Movement
Complicated Board Game the Card Game,2017.0,3,6,20,13,51,6.35,13019,1.5,155.0,"Action Points, Cooperative Game, Take That, Tile Placement, Trading"
Rare Roses,2019.0,1,6,60,14,33,7.08,13020,2.0,100.0,Set Collection
Stuff Yer Face,1982.0,2,2,10,6,50,6.27,13021,1.0,55.0,
The Crusades,1992.0,1,2,90,0,50,6.37,13022,2.67,151.0,"Dice Rolling, Hexagon Grid"
"Island of Death: Invasion of Malta, 1942",2008.0,1,2,180,12,42,6.88,13023,3.67,243.0,Hexagon Grid
Crazy Creatures of Dr. Gloom,2012.0,2,4,20,7,465,5.63,13024,1.19,1116.0,Hand Management
Konane,1775.0,2,2,20,6,58,6.17,13025,2.0,145.0,"Grid Movement, Square Grid, Static Capture"
Quiz: Iisen Ikima Show !,2008.0,3,10,30,10,44,6.37,13026,1.6,70.0,"Paper-and-Pencil, Simultaneous Action Selection"
Long Short,1982.0,2,6,60,12,48,6.3,13027,1.75,124.0,Commodity Speculation
Corner,1974.0,2,4,0,10,41,6.47,13028,1.5,111.0,Team-Based Game
DC HeroClix: Batman (Alpha),2008.0,2,0,30,0,54,6.34,13029,1.5,126.0,"Dice Rolling, Variable Player Powers"
O Último Grande Campeão,2011.0,3,6,45,14,85,6.27,13030,1.33,141.0,"Card Drafting, Dice Rolling"
Drinking Quest,2011.0,2,4,90,21,75,6.17,13031,1.33,380.0,"Dice Rolling, Role Playing"
Avalanche: The Salerno Landings,1976.0,2,2,360,12,37,7.2,13032,3.83,122.0,Hexagon Grid
hexaGONE,2019.0,2,4,30,0,34,6.99,13033,1.0,141.0,Tile Placement
Schönbrunn,2018.0,3,6,60,12,31,7.42,13034,3.5,40.0,"Area Majority / Influence, Auction/Bidding, Secret Unit Deployment, Set Collection, Worker Placement"
Les morts aux trousses,2006.0,3,6,90,12,51,6.28,13035,2.22,110.0,"Pick-up and Deliver, Storytelling"
Dragon Teeth Washer,2012.0,3,5,15,6,133,5.82,13036,1.44,257.0,Push Your Luck
The High Kings of Tara,1998.0,2,4,30,10,50,6.3,13037,1.89,133.0,"Pattern Building, Pattern Recognition, Tile Placement"
Warhammer: The Game of Fantasy Battles (Fourth Edition),1992.0,2,2,360,12,37,6.69,13038,2.0,99.0,"Dice Rolling, Modular Board, Variable Player Powers"
Cuttle,0.0,2,2,5,0,38,7.61,13039,2.4,39.0,"Hand Management, Take That"
Greenrock Village: Tatort - Hotel,2009.0,2,4,60,12,60,6.27,13040,2.0,207.0,Voting
Phalanx: Tactical Warfare 500-100 BC,1971.0,2,2,120,12,45,6.38,13041,2.29,159.0,"Dice Rolling, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Zone of Control"
Trade,1974.0,2,4,120,0,35,6.74,13042,2.33,70.0,"Auction/Bidding, Stock Holding"
Geistesblitz Junior,2018.0,2,6,15,4,50,6.41,13043,1.0,119.0,Pattern Recognition
Sapotagem,2015.0,3,6,30,14,60,6.24,13044,1.0,125.0,"Set Collection, Trick-taking"
Vector,1970.0,2,4,60,0,42,6.45,13045,2.4,116.0,"Action Queue, Simultaneous Action Selection, Team-Based Game"
Stormy Seas,0.0,2,4,15,3,32,6.69,13046,1.0,69.0,Dice Rolling
Black Ops: Tactical Espionage Wargaming,2015.0,2,6,0,0,32,6.78,13047,2.5,179.0,"Dice Rolling, Variable Player Powers"
Fandooble,2011.0,2,6,30,8,97,6.0,13048,1.0,220.0,"Dice Rolling, Push Your Luck"
Ragami,2012.0,2,4,90,8,124,5.89,13049,2.6,275.0,"Card Drafting, Deck Bag and Pool Building, Point to Point Movement, Worker Placement"
Rebels & Redcoats: Volume II,1995.0,1,2,90,12,45,6.48,13050,2.71,196.0,Hexagon Grid
"Dark Millennium: The Warhammer 40,000 Collectible Card Game",2005.0,2,2,45,10,97,5.9,13051,2.2,140.0,"Area Movement, Secret Unit Deployment, Variable Phase Order, Variable Player Powers"
Kenny G: Keepin' It Saxy Game,2019.0,2,5,30,12,108,6.05,13052,1.75,314.0,"Cooperative Game, Hand Management"
Topology,2010.0,2,4,30,10,38,6.68,13053,2.33,68.0,"Pattern Building, Tile Placement"
Witch Slapped!,2017.0,3,6,30,9,33,6.75,13054,1.0,96.0,"Card Drafting, Player Elimination, Set Collection, Simultaneous Action Selection"
DETHRONED: The Real-Time Combat Card Game,2016.0,3,8,60,14,31,7.67,13055,1.33,131.0,"Hand Management, Player Elimination, Take That, Team-Based Game"
Bloodiest Day,1995.0,2,2,120,0,37,6.81,13056,2.75,160.0,"Area Movement, Area-Impulse, Dice Rolling, Simulation"
Scribble Time,2017.0,4,8,20,10,31,6.86,13057,1.0,45.0,"Line Drawing, Memory"
Bradley's D-Day,2011.0,1,2,240,12,31,6.78,13058,3.33,271.0,Hexagon Grid
R-Eco Recycle,2010.0,2,4,10,6,62,6.1,13059,2.0,113.0,Hand Management
"Krim: von Manstein's Battles for Sevastopol, 1941-1942",1990.0,2,2,0,12,58,6.38,13060,2.57,353.0,Hexagon Grid
Earthquake,1998.0,3,4,30,8,214,5.76,13061,1.06,409.0,
Tribe,2017.0,2,4,60,8,62,6.15,13062,1.5,129.0,"Pattern Building, Pattern Recognition"
Champs de Bataille III: D'Alexandre à Hannibal,2000.0,2,2,60,12,36,6.63,13063,2.4,219.0,Hexagon Grid
War of 1812,2001.0,2,2,240,12,36,6.79,13064,3.0,217.0,"Point to Point Movement, Simulation"
Shindig Machine,2013.0,3,8,5,12,30,6.85,13065,2.0,85.0,"Cooperative Game, Hand Management, Storytelling"
Candle Quest,2005.0,2,5,30,5,30,6.89,13066,1.67,37.0,"Auction/Bidding, Set Collection"
Magia Cum Laude,2017.0,2,6,60,8,36,6.81,13067,2.5,56.0,"Hand Management, Set Collection"
Disney Jungle Cruise Adventure Game,2020.0,2,4,60,8,169,5.92,13068,1.25,488.0,
Mein Schatz,2015.0,2,4,20,7,56,6.23,13069,1.0,87.0,"Memory, Push Your Luck"
Sherwood's Legacy,2016.0,1,4,90,10,66,6.8,13070,2.0,269.0,"Cooperative Game, Modular Board, Worker Placement"
Kenta,2009.0,3,5,45,12,41,6.42,13071,2.29,57.0,
Kaijudo,2012.0,2,2,20,8,95,6.09,13072,1.67,170.0,Hand Management
Bantu,1955.0,2,4,30,8,50,6.57,13073,2.0,100.0,
Secrets of the Deep,1991.0,2,5,30,7,88,5.93,13074,1.5,208.0,Pick-up and Deliver
"Bitter Victory:  The Invasion of Sicily, 1943",2006.0,1,2,60,12,84,6.02,13075,2.54,348.0,"Chit-Pull System, Hexagon Grid"
Killer Bunnies and the Conquest of the Magic Carrot,2011.0,2,8,60,13,191,5.88,13076,1.88,525.0,"Dice Rolling, Hand Management, Trading"
Skallywaggs,2005.0,2,4,60,12,235,5.79,13077,1.78,355.0,Set Collection
Lieber bairisch sterben,1988.0,3,5,210,16,41,6.48,13078,3.0,151.0,"Area-Impulse, Auction/Bidding, Simultaneous Action Selection"
Sinaí,0.0,2,2,45,12,71,6.27,13079,1.4,99.0,"Dice Rolling, Hexagon Grid"
Silencio,2020.0,2,4,15,10,43,6.44,13080,2.0,88.0,"Communication Limits, Cooperative Game, Hand Management"
Ancient Artifacts,2017.0,1,4,45,8,80,6.13,13081,2.0,234.0,"Dice Rolling, Follow, Paper-and-Pencil, Pattern Building, Push Your Luck"
Among Thieves,2016.0,3,5,45,13,42,7.27,13082,1.67,75.0,"Action Queue, Hand Management, Simultaneous Action Selection, Take That"
Treasure Fleet,2006.0,2,5,30,8,66,6.07,13083,1.6,118.0,"Auction/Bidding, Trick-taking"
Capt'n Clever,2003.0,3,4,30,6,323,5.65,13084,1.28,439.0,Memory
3 Man Chess,2004.0,3,3,60,0,48,6.64,13085,3.4,146.0,"Grid Movement, Team-Based Game"
Hexcalibur,2017.0,2,2,50,10,33,6.82,13086,2.2,81.0,"Area Majority / Influence, Dice Rolling, Network and Route Building, Tile Placement, Variable Player Powers"
ILIOS,2015.0,2,4,50,8,49,7.01,13087,1.8,110.0,"Area Majority / Influence, Tile Placement"
Rocroi 1643,1996.0,2,2,180,12,35,6.8,13088,2.8,222.0,"Hexagon Grid, Simulation"
Tricky Dungeon,2017.0,2,4,40,12,42,6.63,13089,2.0,68.0,"Hand Management, Trick-taking"
Crop Cycle,2016.0,2,5,45,13,39,6.81,13090,1.17,79.0,"Card Drafting, Hand Management, Take That"
Cannibal Pygmies in the Jungle of Doom,2002.0,2,6,20,12,363,5.7,13091,1.33,782.0,"Hand Management, Variable Player Powers"
S.F.3.D. Original,1984.0,2,2,120,12,31,7.17,13092,2.25,93.0,Hexagon Grid
Monopoly: Pokémon Kanto Edition,2014.0,2,6,60,8,124,6.1,13093,1.33,477.0,"Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading"
